This is a C(T) experiment being done in Physics 3600.
It records the decay response of an RC circuit where the capacitance is a strong function of temperature.

11/19/2020
1:19 PM

waveform params		num meas		Index		Temp (C)		Capacitance (F)		Normalized Waveforms

<data below>
100.000000	3.000000	0.000000	35.000000	0.000000	1.000000	1.000000	1.000000
1000.000000	0.000000	1.000000	40.000000	0.000000	0.988616	0.990743	0.992568
100000.000000	0.000000	2.000000	45.000000	0.000000	0.977400	0.981584	0.985211
0.000000	0.000000	0.000000	0.000000	0.000000	0.966330	0.972532	0.977908
0.000000	0.000000	0.000000	0.000000	0.000000	0.955385	0.963562	0.970662
0.000000	0.000000	0.000000	0.000000	0.000000	0.944585	0.954700	0.963490
0.000000	0.000000	0.000000	0.000000	0.000000	0.933915	0.945937	0.956398
0.000000	0.000000	0.000000	0.000000	0.000000	0.923389	0.937239	0.949356
0.000000	0.000000	0.000000	0.000000	0.000000	0.912975	0.928650	0.942360
0.000000	0.000000	0.000000	0.000000	0.000000	0.902696	0.920143	0.935430
0.000000	0.000000	0.000000	0.000000	0.000000	0.892541	0.911716	0.928552
0.000000	0.000000	0.000000	0.000000	0.000000	0.882512	0.903383	0.921723
0.000000	0.000000	0.000000	0.000000	0.000000	0.872611	0.895099	0.914974
0.000000	0.000000	0.000000	0.000000	0.000000	0.862825	0.886939	0.908261
0.000000	0.000000	0.000000	0.000000	0.000000	0.853147	0.878850	0.901616
0.000000	0.000000	0.000000	0.000000	0.000000	0.843584	0.870840	0.895000
0.000000	0.000000	0.000000	0.000000	0.000000	0.834157	0.862912	0.888457
0.000000	0.000000	0.000000	0.000000	0.000000	0.824819	0.855041	0.881962
0.000000	0.000000	0.000000	0.000000	0.000000	0.815605	0.847254	0.875527
0.000000	0.000000	0.000000	0.000000	0.000000	0.806490	0.839562	0.869130
0.000000	0.000000	0.000000	0.000000	0.000000	0.797500	0.831920	0.862797
0.000000	0.000000	0.000000	0.000000	0.000000	0.788607	0.824369	0.856520
0.000000	0.000000	0.000000	0.000000	0.000000	0.779830	0.816887	0.850256
0.000000	0.000000	0.000000	0.000000	0.000000	0.771138	0.809482	0.844085
0.000000	0.000000	0.000000	0.000000	0.000000	0.762552	0.802139	0.837928
0.000000	0.000000	0.000000	0.000000	0.000000	0.754068	0.794884	0.831845
0.000000	0.000000	0.000000	0.000000	0.000000	0.745697	0.787675	0.825809
0.000000	0.000000	0.000000	0.000000	0.000000	0.737419	0.780572	0.819814
0.000000	0.000000	0.000000	0.000000	0.000000	0.729225	0.773508	0.813848
0.000000	0.000000	0.000000	0.000000	0.000000	0.721125	0.766506	0.807951
0.000000	0.000000	0.000000	0.000000	0.000000	0.713126	0.759585	0.802097
0.000000	0.000000	0.000000	0.000000	0.000000	0.705233	0.752737	0.796282
0.000000	0.000000	0.000000	0.000000	0.000000	0.697430	0.745941	0.790509
0.000000	0.000000	0.000000	0.000000	0.000000	0.689715	0.739222	0.784795
0.000000	0.000000	0.000000	0.000000	0.000000	0.682063	0.732555	0.779134
0.000000	0.000000	0.000000	0.000000	0.000000	0.674535	0.725956	0.773498
0.000000	0.000000	0.000000	0.000000	0.000000	0.667063	0.719418	0.767899
0.000000	0.000000	0.000000	0.000000	0.000000	0.659695	0.712937	0.762344
0.000000	0.000000	0.000000	0.000000	0.000000	0.652414	0.706536	0.756848
0.000000	0.000000	0.000000	0.000000	0.000000	0.645209	0.700185	0.751376
0.000000	0.000000	0.000000	0.000000	0.000000	0.638095	0.693891	0.745967
0.000000	0.000000	0.000000	0.000000	0.000000	0.631054	0.687657	0.740589
0.000000	0.000000	0.000000	0.000000	0.000000	0.624094	0.681471	0.735260
0.000000	0.000000	0.000000	0.000000	0.000000	0.617222	0.675360	0.729962
0.000000	0.000000	0.000000	0.000000	0.000000	0.610421	0.669308	0.724701
0.000000	0.000000	0.000000	0.000000	0.000000	0.603697	0.663305	0.719483
0.000000	0.000000	0.000000	0.000000	0.000000	0.597033	0.657360	0.714318
0.000000	0.000000	0.000000	0.000000	0.000000	0.590486	0.651473	0.709179
0.000000	0.000000	0.000000	0.000000	0.000000	0.583979	0.645635	0.704089
0.000000	0.000000	0.000000	0.000000	0.000000	0.577561	0.639847	0.699019
0.000000	0.000000	0.000000	0.000000	0.000000	0.571205	0.634123	0.694013
0.000000	0.000000	0.000000	0.000000	0.000000	0.564943	0.628448	0.689034
0.000000	0.000000	0.000000	0.000000	0.000000	0.558726	0.622833	0.684083
0.000000	0.000000	0.000000	0.000000	0.000000	0.552590	0.617272	0.679175
0.000000	0.000000	0.000000	0.000000	0.000000	0.546522	0.611759	0.674315
0.000000	0.000000	0.000000	0.000000	0.000000	0.540535	0.606288	0.669490
0.000000	0.000000	0.000000	0.000000	0.000000	0.534593	0.600873	0.664679
0.000000	0.000000	0.000000	0.000000	0.000000	0.528733	0.595498	0.659920
0.000000	0.000000	0.000000	0.000000	0.000000	0.522935	0.590189	0.655200
0.000000	0.000000	0.000000	0.000000	0.000000	0.517199	0.584938	0.650520
0.000000	0.000000	0.000000	0.000000	0.000000	0.511526	0.579701	0.645858
0.000000	0.000000	0.000000	0.000000	0.000000	0.505914	0.574535	0.641244
0.000000	0.000000	0.000000	0.000000	0.000000	0.500372	0.569418	0.636650
0.000000	0.000000	0.000000	0.000000	0.000000	0.494897	0.564340	0.632112
0.000000	0.000000	0.000000	0.000000	0.000000	0.489481	0.559315	0.627607
0.000000	0.000000	0.000000	0.000000	0.000000	0.484125	0.554327	0.623111
0.000000	0.000000	0.000000	0.000000	0.000000	0.478805	0.549381	0.618668
