This is a C(T) experiment being done in Physics 3600.
It records the decay response of an RC circuit where the capacitance is a strong function of temperature.

11/19/2020
2:54 PM

waveform params		num meas		Index		Time (S)		Temp (C)		Capacitance (F)		Normalized Waveforms

<data below>
1.000000E+1	3.000000E+0	0.000000E+0	3.500000E+1	1.425709E-8	1.000000E+0	1.000000E+0	1.000000E+0
1.000000E+3	0.000000E+0	1.000000E+0	4.000000E+1	1.133640E-8	9.887888E-1	9.909195E-1	9.927023E-1
1.000000E+5	0.000000E+0	2.000000E+0	4.500000E+1	9.136791E-9	9.777190E-1	9.819382E-1	9.855159E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.667998E-1	9.730511E-1	9.783680E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.560171E-1	9.642563E-1	9.713049E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.453664E-1	9.555726E-1	9.642834E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.348369E-1	9.469578E-1	9.573292E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.244529E-1	9.384283E-1	9.504367E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.141853E-1	9.299743E-1	9.435919E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	9.040455E-1	9.216391E-1	9.368066E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.940198E-1	9.133545E-1	9.300671E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.841222E-1	9.051629E-1	9.233982E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.743427E-1	8.970518E-1	9.167843E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.646829E-1	8.890153E-1	9.102002E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.551224E-1	8.810605E-1	9.036937E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.456827E-1	8.731849E-1	8.972300E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.363526E-1	8.653896E-1	8.908009E-1
