This is a C(T) experiment being done in Physics 3600.
It records the decay response of an RC circuit where the capacitance is a strong function of temperature.

11/19/2020
4:56 PM

waveform params		num meas		Index		Time (S)		Temp (C)		Capacitance (F)		Normalized Waveforms

<data below>
1.000000E+1	2.300000E+1	0.000000E+0	7.000000E+1	3.982124E-9	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0	1.000000E+0
1.000000E+3	0.000000E+0	1.000000E+0	6.500000E+1	4.613261E-9	9.747592E-1	9.780810E-1	9.812045E-1	9.841443E-1	9.868443E-1	9.892051E-1	9.913377E-1	9.913459E-1	9.913215E-1	9.913747E-1	9.913420E-1	9.913544E-1	9.913907E-1	9.913664E-1	9.914071E-1	9.914069E-1	9.914153E-1	9.893272E-1	9.868974E-1	9.841930E-1	9.812255E-1	9.780373E-1	9.746400E-1
1.000000E+5	0.000000E+0	2.000000E+0	6.000000E+1	5.408124E-9	9.502295E-1	9.567324E-1	9.628352E-1	9.685791E-1	9.738030E-1	9.785613E-1	9.828264E-1	9.828101E-1	9.827899E-1	9.828187E-1	9.828227E-1	9.828311E-1	9.828303E-1	9.828511E-1	9.828795E-1	9.829035E-1	9.829121E-1	9.787605E-1	9.739990E-1	9.686437E-1	9.628116E-1	9.566329E-1	9.500162E-1
0.000000E+0	0.000000E+0	3.000000E+0	5.500000E+1	6.440963E-9	9.264109E-1	9.358516E-1	9.448468E-1	9.532308E-1	9.610110E-1	9.680277E-1	9.743273E-1	9.743151E-1	9.743194E-1	9.743401E-1	9.743604E-1	9.743446E-1	9.744167E-1	9.744173E-1	9.744335E-1	9.744614E-1	9.744823E-1	9.683285E-1	9.613213E-1	9.533972E-1	9.448074E-1	9.357374E-1	9.260256E-1
0.000000E+0	0.000000E+0	4.000000E+0	5.000000E+1	7.807011E-9	9.032130E-1	9.154878E-1	9.272025E-1	9.381810E-1	9.484069E-1	9.576369E-1	9.659546E-1	9.659465E-1	9.659264E-1	9.659636E-1	9.660083E-1	9.660497E-1	9.660031E-1	9.660366E-1	9.660731E-1	9.661171E-1	9.661545E-1	9.580271E-1	9.487826E-1	9.384002E-1	9.271516E-1	9.152893E-1	9.026519E-1
0.000000E+0	0.000000E+0	5.000000E+0	4.500000E+1	9.595297E-9	8.806275E-1	8.955836E-1	9.098983E-1	9.233931E-1	9.359703E-1	9.473522E-1	9.576594E-1	9.576554E-1	9.576436E-1	9.577175E-1	9.576970E-1	9.577671E-1	9.577853E-1	9.577497E-1	9.577943E-1	9.578503E-1	9.579246E-1	9.478441E-1	9.364440E-1	9.236446E-1	9.098809E-1	8.953338E-1	8.799815E-1
0.000000E+0	0.000000E+0	6.000000E+0	4.000000E+1	1.200405E-8	8.586627E-1	8.761307E-1	8.929751E-1	9.088752E-1	9.237135E-1	9.372308E-1	9.494254E-1	9.494418E-1	9.494260E-1	9.494592E-1	9.495121E-1	9.495375E-1	9.495594E-1	9.495973E-1	9.496256E-1	9.496936E-1	9.497762E-1	9.377958E-1	9.242607E-1	9.091426E-1	8.929217E-1	8.758749E-1	8.578785E-1
0.000000E+0	0.000000E+0	7.000000E+0	4.000000E+1	1.198699E-8	8.372364E-1	8.571949E-1	8.763551E-1	8.945782E-1	9.115957E-1	9.272073E-1	9.412852E-1	9.413139E-1	9.412573E-1	9.413396E-1	9.413925E-1	9.414221E-1	9.414558E-1	9.414695E-1	9.415140E-1	9.415491E-1	9.416524E-1	9.278454E-1	9.122939E-1	8.949352E-1	8.763026E-1	8.568594E-1	8.363760E-1
0.000000E+0	0.000000E+0	8.000000E+0	4.000000E+1	1.196992E-8	8.163731E-1	8.386243E-1	8.600997E-1	8.805185E-1	8.997311E-1	9.172941E-1	9.331899E-1	9.332349E-1	9.331906E-1	9.332771E-1	9.333054E-1	9.333882E-1	9.333889E-1	9.334069E-1	9.334636E-1	9.335433E-1	9.336590E-1	9.180216E-1	9.004824E-1	8.809201E-1	8.600112E-1	8.382625E-1	8.154039E-1
0.000000E+0	0.000000E+0	9.000000E+0	4.000000E+1	1.196278E-8	7.961018E-1	8.204722E-1	8.441680E-1	8.667287E-1	8.879564E-1	9.074951E-1	9.251965E-1	9.252497E-1	9.252014E-1	9.253125E-1	9.253449E-1	9.254155E-1	9.254199E-1	9.254421E-1	9.255069E-1	9.255824E-1	9.256860E-1	9.083161E-1	8.887853E-1	8.671627E-1	8.441010E-1	8.201047E-1	7.950117E-1
0.000000E+0	0.000000E+0	1.000000E+1	4.000000E+1	1.195760E-8	7.763278E-1	8.027878E-1	8.285148E-1	8.531272E-1	8.763983E-1	8.978267E-1	9.172969E-1	9.173501E-1	9.172897E-1	9.173723E-1	9.174618E-1	9.175081E-1	9.175610E-1	9.175794E-1	9.176319E-1	9.177357E-1	9.178640E-1	8.987086E-1	8.773252E-1	8.536180E-1	8.284612E-1	8.023821E-1	7.751500E-1
0.000000E+0	0.000000E+0	1.100000E+1	4.000000E+1	1.195637E-8	7.571046E-1	7.854851E-1	8.131893E-1	8.397874E-1	8.649750E-1	8.882155E-1	9.094748E-1	9.094995E-1	9.094758E-1	9.095545E-1	9.096276E-1	9.097271E-1	9.097388E-1	9.097615E-1	9.098343E-1	9.099298E-1	9.100337E-1	8.892195E-1	8.659959E-1	8.402779E-1	8.131328E-1	7.850781E-1	7.558270E-1
0.000000E+0	0.000000E+0	1.200000E+1	4.000000E+1	1.194282E-8	7.383459E-1	7.685968E-1	7.981794E-1	8.266154E-1	8.537111E-1	8.788002E-1	9.016854E-1	9.017468E-1	9.017028E-1	9.017897E-1	9.018669E-1	9.019747E-1	9.020064E-1	9.020251E-1	9.020816E-1	9.022054E-1	9.023463E-1	8.798364E-1	8.547768E-1	8.271955E-1	7.980748E-1	7.680779E-1	7.369727E-1
0.000000E+0	0.000000E+0	1.300000E+1	4.000000E+1	1.193393E-8	7.200927E-1	7.520737E-1	7.834234E-1	8.136930E-1	8.426064E-1	8.694379E-1	8.940060E-1	8.940674E-1	8.940235E-1	8.941391E-1	8.941754E-1	8.942752E-1	8.943147E-1	8.943459E-1	8.944227E-1	8.945341E-1	8.946832E-1	8.705595E-1	8.438192E-1	8.143382E-1	7.833733E-1	7.515168E-1	7.186531E-1
0.000000E+0	0.000000E+0	1.400000E+1	4.000000E+1	1.192158E-8	7.022999E-1	7.358993E-1	7.689665E-1	8.010405E-1	8.316203E-1	8.601940E-1	8.863593E-1	8.864371E-1	8.863932E-1	8.865048E-1	8.865737E-1	8.866859E-1	8.867128E-1	8.867686E-1	8.868209E-1	8.869606E-1	8.870773E-1	8.613847E-1	8.328944E-1	8.016690E-1	7.688727E-1	7.353375E-1	7.008064E-1
0.000000E+0	0.000000E+0	1.500000E+1	4.000000E+1	1.192575E-8	6.849838E-1	7.201107E-1	7.548373E-1	7.885394E-1	8.208630E-1	8.510440E-1	8.788431E-1	8.788883E-1	8.788526E-1	8.789847E-1	8.790659E-1	8.791700E-1	8.792006E-1	8.792158E-1	8.792966E-1	8.794606E-1	8.795448E-1	8.523118E-1	8.221901E-1	7.892411E-1	7.547776E-1	7.195152E-1	6.833874E-1
0.000000E+0	0.000000E+0	1.600000E+1	4.000000E+1	1.191649E-8	6.680870E-1	7.046380E-1	7.409211E-1	7.762510E-1	8.102283E-1	8.420286E-1	8.713391E-1	8.714414E-1	8.713691E-1	8.715176E-1	8.715865E-1	8.716949E-1	8.717373E-1	8.717813E-1	8.718335E-1	8.720136E-1	8.721673E-1	8.433819E-1	8.116003E-1	7.769524E-1	7.408219E-1	7.040295E-1	6.664372E-1
0.000000E+0	0.000000E+0	1.700000E+1	4.500000E+1	9.505373E-9	6.516383E-1	6.895305E-1	7.272918E-1	7.641344E-1	7.997243E-1	8.330745E-1	8.639127E-1	8.640149E-1	8.639631E-1	8.640954E-1	8.641602E-1	8.643380E-1	8.643637E-1	8.643630E-1	8.644723E-1	8.646074E-1	8.648183E-1	8.344805E-1	8.011779E-1	7.649296E-1	7.271899E-1	6.888968E-1	6.499229E-1
0.000000E+0	0.000000E+0	1.800000E+1	5.000000E+1	7.742515E-9	6.355964E-1	6.747841E-1	7.139533E-1	7.522469E-1	7.893796E-1	8.243040E-1	8.565841E-1	8.566456E-1	8.566305E-1	8.567629E-1	8.568562E-1	8.569812E-1	8.570106E-1	8.570672E-1	8.571479E-1	8.573153E-1	8.575142E-1	8.257137E-1	7.908741E-1	7.530540E-1	7.138406E-1	6.741212E-1	6.338321E-1
0.000000E+0	0.000000E+0	1.900000E+1	5.500000E+1	6.416377E-9	6.199738E-1	6.603536E-1	7.008278E-1	7.405926E-1	7.791575E-1	8.155172E-1	8.492963E-1	8.494149E-1	8.493632E-1	8.494834E-1	8.496012E-1	8.497141E-1	8.497512E-1	8.497835E-1	8.498683E-1	8.500641E-1	8.502550E-1	8.170817E-1	7.807296E-1	7.413626E-1	7.007577E-1	6.596986E-1	6.181608E-1
0.000000E+0	0.000000E+0	2.000000E+1	6.000000E+1	5.409308E-9	6.047170E-1	6.462678E-1	6.879727E-1	7.290365E-1	7.690785E-1	8.068937E-1	8.420737E-1	8.422046E-1	8.421326E-1	8.422977E-1	8.423706E-1	8.425407E-1	8.425816E-1	8.426141E-1	8.427069E-1	8.428944E-1	8.430895E-1	8.084987E-1	7.707118E-1	7.298920E-1	6.878755E-1	6.455592E-1	6.028349E-1
0.000000E+0	0.000000E+0	2.100000E+1	6.500000E+1	4.625458E-9	5.898671E-1	6.324528E-1	6.753265E-1	7.177422E-1	7.591424E-1	7.983763E-1	8.349735E-1	8.350677E-1	8.350243E-1	8.351732E-1	8.352461E-1	8.354122E-1	8.354487E-1	8.354854E-1	8.355742E-1	8.357777E-1	8.359771E-1	8.000054E-1	7.608655E-1	7.186383E-1	6.752556E-1	6.317440E-1	5.879737E-1
0.000000E+0	0.000000E+0	2.200000E+1	7.000000E+1	4.007889E-9	5.753831E-1	6.189127E-1	6.629876E-1	7.066115E-1	7.493493E-1	7.899486E-1	8.278611E-1	8.279716E-1	8.279160E-1	8.280691E-1	8.281909E-1	8.283368E-1	8.283811E-1	8.284302E-1	8.285556E-1	8.287427E-1	8.289463E-1	7.916469E-1	7.510928E-1	7.075318E-1	6.629102E-1	6.181874E-1	5.734538E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.612936E-1	6.057254E-1	6.508208E-1	6.957058E-1	7.396829E-1	7.816026E-1	8.208751E-1	8.209856E-1	8.209178E-1	8.210955E-1	8.211847E-1	8.213511E-1	8.214194E-1	8.214239E-1	8.215533E-1	8.217606E-1	8.219807E-1	7.833536E-1	7.414590E-1	6.965931E-1	6.507697E-1	6.049674E-1	5.592793E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.475205E-1	5.928501E-1	6.389325E-1	6.848696E-1	7.301676E-1	7.733423E-1	8.138931E-1	8.140159E-1	8.139768E-1	8.141382E-1	8.142641E-1	8.144591E-1	8.144578E-1	8.145277E-1	8.146204E-1	8.148152E-1	8.150885E-1	7.752032E-1	7.320091E-1	6.858467E-1	6.388382E-1	5.920593E-1	5.454626E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.341175E-1	5.801962E-1	6.272368E-1	6.742462E-1	7.207136E-1	7.651800E-1	8.070091E-1	8.071564E-1	8.070969E-1	8.072584E-1	8.073802E-1	8.075957E-1	8.075778E-1	8.076233E-1	8.077323E-1	8.079474E-1	8.082330E-1	7.670650E-1	7.226572E-1	6.753007E-1	6.271484E-1	5.794139E-1	5.320365E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.209774E-1	5.678214E-1	6.157951E-1	6.638560E-1	7.114435E-1	7.571197E-1	8.001985E-1	8.003009E-1	8.002537E-1	8.004602E-1	8.005737E-1	8.007691E-1	8.007834E-1	8.008332E-1	8.009747E-1	8.011978E-1	8.014305E-1	7.590452E-1	7.134239E-1	6.648733E-1	6.157085E-1	5.670353E-1	5.189436E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.082689E-1	5.557667E-1	6.045500E-1	6.536252E-1	7.022878E-1	7.491410E-1	7.934368E-1	7.935800E-1	7.935206E-1	7.937149E-1	7.938040E-1	7.940117E-1	7.940379E-1	7.940838E-1	7.941927E-1	7.944563E-1	7.947056E-1	7.511275E-1	7.043253E-1	6.546300E-1	6.044777E-1	5.549563E-1	5.061302E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	4.958153E-1	5.439581E-1	5.935138E-1	6.434804E-1	6.932751E-1	7.412602E-1	7.867363E-1	7.868672E-1	7.867794E-1	7.870024E-1	7.871200E-1	7.873441E-1	7.873658E-1	7.874323E-1	7.875371E-1	7.878250E-1	7.880336E-1	7.433158E-1	6.953085E-1	6.445626E-1	5.934066E-1	5.430989E-1	4.936623E-1
0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	4.837316E-1	5.323957E-1	5.826497E-1	6.335361E-1	6.843604E-1	7.334693E-1	7.801173E-1	7.802565E-1	7.801646E-1	7.803713E-1	7.805052E-1	7.807050E-1	7.807223E-1	7.808012E-1	7.809018E-1	7.811529E-1	7.814391E-1	7.355654E-1	6.864673E-1	6.346466E-1	5.825936E-1	5.315330E-1	4.815028E-1
