This data is .....

<data below>

2.468E+0	-8.485E-2	6.015E-30
2.493E+0	-5.985E-2	1.178E-2
2.523E+0	-2.985E-2	9.413E-4
2.560E+0	7.151E-3	2.625E-4
2.601E+0	4.815E-2	1.968E-3
2.473E+0	-7.985E-2	8.846E-3
2.483E+0	-6.985E-2	9.064E-3
2.493E+0	-5.985E-2	6.802E-4
2.502E+0	-5.085E-2	2.502E-3
2.510E+0	-4.285E-2	1.954E-3
2.514E+0	-3.885E-2	1.231E-2
2.513E+0	-3.985E-2	1.291E-2
2.505E+0	-4.785E-2	2.939E-4
2.443E+0	-1.098E-1	7.214E-4
2.438E+0	-1.148E-1	2.697E-4
2.428E+0	-1.248E-1	2.587E-3
2.415E+0	-1.378E-1	1.229E-3
2.396E+0	-1.568E-1	5.239E-4
2.372E+0	-1.808E-1	1.534E-4
2.341E+0	-2.118E-1	1.662E-3
2.304E+0	-2.488E-1	1.825E-3
2.261E+0	-2.918E-1	6.158E-3
2.390E+0	-1.628E-1	3.356E-3
2.380E+0	-1.728E-1	6.728E-4
2.370E+0	-1.828E-1	5.902E-5
2.360E+0	-1.928E-1	1.520E-3
2.353E+0	-1.998E-1	1.649E-3
2.348E+0	-2.048E-1	4.067E-4
2.348E+0	-2.048E-1	1.613E-3
2.357E+0	-1.958E-1	2.586E-4
2.419E+0	-1.338E-1	3.259E-3
2.425E+0	-1.278E-1	4.841E-4
2.434E+0	-1.188E-1	2.382E-3
2.448E+0	-1.048E-1	1.878E-3
2.466E+0	-8.685E-2	5.577E-4
2.490E+0	-6.285E-2	2.179E-4
2.520E+0	-3.285E-2	1.496E-3
2.557E+0	4.151E-3	2.114E-4
2.599E+0	4.615E-2	1.568E-4
2.472E+0	-8.085E-2	9.382E-4
2.482E+0	-7.085E-2	8.244E-4
2.492E+0	-6.085E-2	1.835E-3
2.502E+0	-5.085E-2	1.323E-4
2.510E+0	-4.285E-2	6.186E-4
2.515E+0	-3.785E-2	4.792E-4
2.514E+0	-3.885E-2	2.079E-5
2.507E+0	-4.585E-2	2.972E-4
