This data is .....

<data below>

2.966E+0	0.000E+0	1.885E-10
2.972E+0	4.157E-9	3.322E-10
2.978E+0	2.016E-8	2.716E-10
2.986E+0	5.594E-8	2.488E-10
2.996E+0	1.230E-7	8.148E-11
3.007E+0	2.326E-7	1.445E-11
3.022E+0	4.144E-7	5.248E-12
3.039E+0	6.865E-7	3.740E-12
2.964E+0	1.907E-7	7.539E-12
2.969E+0	3.010E-7	5.799E-11
2.975E+0	4.598E-7	7.310E-11
2.982E+0	6.809E-7	1.989E-11
2.991E+0	1.001E-6	1.149E-11
3.003E+0	1.473E-6	1.152E-10
2.869E+0	-2.154E-6	4.260E-10
2.853E+0	-3.002E-6	8.458E-10
2.834E+0	-4.131E-6	1.744E-10
2.916E+0	-1.179E-6	1.910E-10
2.911E+0	-1.560E-6	3.051E-10
2.904E+0	-2.110E-6	5.720E-11
2.901E+0	-2.514E-6	6.642E-11
2.891E+0	-3.420E-6	4.487E-11
2.879E+0	-4.608E-6	1.812E-11
2.866E+0	-6.048E-6	5.551E-11
2.847E+0	-8.194E-6	3.230E-11
2.922E+0	-1.998E-6	1.595E-11
2.919E+0	-2.459E-6	2.652E-11
2.912E+0	-3.402E-6	2.601E-11
2.906E+0	-4.351E-6	1.608E-11
2.897E+0	-5.780E-6	2.523E-11
2.887E+0	-7.509E-6	3.409E-11
3.019E+0	1.064E-5	1.576E-11
3.035E+0	1.374E-5	1.017E-11
3.055E+0	1.782E-5	3.121E-13
2.972E+0	4.805E-6	3.067E-12
2.977E+0	5.992E-6	1.417E-12
2.983E+0	7.483E-6	9.065E-13
2.990E+0	9.314E-6	3.490E-12
3.001E+0	1.216E-5	2.746E-11
3.011E+0	1.505E-5	1.870E-11
3.026E+0	1.936E-5	2.472E-11
3.043E+0	2.454E-5	3.114E-11
2.993E+0	1.278E-5	2.980E-11
2.974E+0	8.229E-6	1.464E-11
2.979E+0	1.004E-5	6.603E-11
2.987E+0	1.288E-5	2.274E-10
2.992E+0	1.502E-5	2.280E-10
3.002E+0	1.893E-5	7.475E-10
2.871E+0	-2.464E-5	6.319E-10
2.853E+0	-3.204E-5	7.941E-11
2.835E+0	-3.997E-5	8.210E-11
2.917E+0	-1.023E-5	7.070E-11
2.912E+0	-1.262E-5	4.468E-11
2.905E+0	-1.600E-5	2.766E-11
2.896E+0	-2.047E-5	2.159E-12
2.887E+0	-2.524E-5	2.177E-10
2.874E+0	-3.216E-5	2.179E-10
2.861E+0	-3.953E-5	1.375E-11
2.844E+0	-4.934E-5	2.280E-11
2.856E+0	-4.491E-5	4.018E-12
2.914E+0	-1.574E-5	4.318E-12
2.908E+0	-1.955E-5	2.942E-11
2.901E+0	-2.416E-5	3.348E-11
2.893E+0	-2.961E-5	9.478E-12
2.882E+0	-3.718E-5	1.393E-11
3.012E+0	4.241E-5	5.088E-11
3.030E+0	5.525E-5	3.791E-11
3.049E+0	6.948E-5	7.191E-11
2.967E+0	1.582E-5	4.870E-11
2.971E+0	1.909E-5	1.023E-11
2.978E+0	2.469E-5	1.739E-11
2.985E+0	3.058E-5	5.364E-11
2.995E+0	3.907E-5	1.402E-12
3.009E+0	5.114E-5	4.373E-12
3.024E+0	6.462E-5	9.031E-13
3.042E+0	8.127E-5	1.326E-11
3.054E+0	9.364E-5	5.289E-11
2.973E+0	2.551E-5	7.777E-12
2.979E+0	3.154E-5	4.324E-11
2.987E+0	3.970E-5	6.480E-11
2.996E+0	4.918E-5	1.757E-11
3.006E+0	6.006E-5	4.216E-11
2.879E+0	-6.400E-5	1.380E-10
2.859E+0	-8.582E-5	5.338E-11
2.840E+0	-1.076E-4	1.203E-11
2.922E+0	-2.309E-5	4.864E-11
2.916E+0	-3.016E-5	4.062E-11
2.910E+0	-3.754E-5	1.552E-10
2.902E+0	-4.752E-5	2.277E-10
2.893E+0	-5.908E-5	1.052E-10
2.881E+0	-7.471E-5	5.745E-11
2.866E+0	-9.463E-5	9.515E-13
2.850E+0	-1.166E-4	1.458E-11
2.832E+0	-1.421E-4	3.351E-11
2.919E+0	-3.213E-5	3.236E-11
2.913E+0	-4.078E-5	3.391E-11
2.906E+0	-5.112E-5	1.713E-10
2.899E+0	-6.188E-5	1.892E-10
2.888E+0	-7.869E-5	1.679E-11
3.014E+0	1.012E-4	6.466E-11
3.029E+0	1.253E-4	2.715E-11
3.048E+0	1.563E-4	3.385E-11
2.967E+0	3.558E-5	1.050E-10
2.971E+0	4.252E-5	7.976E-11
2.978E+0	5.447E-5	4.710E-11
2.985E+0	6.687E-5	4.417E-11
2.994E+0	8.301E-5	2.862E-11
3.006E+0	1.048E-4	3.025E-10
3.019E+0	1.290E-4	9.322E-10
3.037E+0	1.629E-4	5.768E-10
3.056E+0	1.997E-4	4.867E-10
2.968E+0	4.394E-5	1.572E-10
2.974E+0	5.580E-5	1.066E-9
2.981E+0	6.993E-5	1.516E-9
2.990E+0	8.837E-5	2.521E-10
3.001E+0	1.113E-4	1.023E-10
2.884E+0	-1.181E-4	1.970E-11
2.855E+0	-1.785E-4	4.677E-10
2.836E+0	-2.205E-4	1.387E-10
2.918E+0	-5.356E-5	1.294E-10
2.912E+0	-6.716E-5	2.413E-10
2.905E+0	-8.335E-5	1.139E-10
2.897E+0	-1.022E-4	1.757E-10
2.888E+0	-1.239E-4	3.355E-10
2.877E+0	-1.508E-4	1.692E-10
2.862E+0	-1.877E-4	1.049E-10
2.846E+0	-2.280E-4	2.049E-10
2.830E+0	-2.696E-4	6.855E-11
2.919E+0	-5.956E-5	5.427E-10
2.914E+0	-7.272E-5	7.557E-10
2.906E+0	-9.371E-5	9.084E-11
2.899E+0	-1.128E-4	7.926E-11
2.888E+0	-1.427E-4	7.087E-11
2.998E+0	1.410E-4	1.432E-10
3.034E+0	2.382E-4	1.150E-10
3.052E+0	2.899E-4	1.246E-10
2.972E+0	7.681E-5	1.222E-10
2.976E+0	8.898E-5	8.822E-10
2.982E+0	1.071E-4	1.402E-9
2.990E+0	1.313E-4	3.097E-11
2.998E+0	1.563E-4	7.128E-10
3.010E+0	1.936E-4	5.266E-10
3.023E+0	2.348E-4	2.225E-9
3.041E+0	2.922E-4	1.639E-9
3.062E+0	3.603E-4	9.030E-10
2.972E+0	8.730E-5	5.704E-9
2.979E+0	1.104E-4	2.051E-9
2.986E+0	1.342E-4	6.944E-10
2.995E+0	1.650E-4	4.444E-10
3.005E+0	1.998E-4	2.728E-9
2.903E+0	-1.346E-4	2.113E-9
2.861E+0	-2.771E-4	4.722E-9
2.842E+0	-3.453E-4	6.086E-7
2.923E+0	-7.131E-5	1.135E-6
2.913E+0	-1.071E-4	1.157E-7
2.905E+0	-1.367E-4	9.161E-10
2.898E+0	-1.635E-4	2.397E-10
2.888E+0	-2.018E-4	3.088E-10
2.877E+0	-2.447E-4	2.475E-9
2.863E+0	-2.998E-4	5.360E-10
2.846E+0	-3.675E-4	1.028E-9
2.826E+0	-4.483E-4	1.248E-9
2.914E+0	-1.146E-4	8.274E-10
2.909E+0	-1.356E-4	7.715E-10
2.902E+0	-1.649E-4	7.778E-10
2.894E+0	-1.989E-4	8.173E-10
2.884E+0	-2.418E-4	8.334E-10
2.947E+0	1.337E-5	2.259E-9
3.028E+0	3.493E-4	9.462E-10
3.046E+0	4.289E-4	2.959E-9
2.966E+0	9.449E-5	3.247E-9
2.971E+0	1.171E-4	4.656E-10
2.977E+0	1.445E-4	1.322E-9
2.985E+0	1.814E-4	1.803E-9
2.993E+0	2.190E-4	8.692E-9
3.005E+0	2.755E-4	2.534E-8
3.018E+0	3.378E-4	8.365E-9
3.034E+0	4.153E-4	1.644E-8
3.056E+0	5.223E-4	2.711E-8
2.967E+0	1.095E-4	1.617E-8
2.974E+0	1.440E-4	4.630E-9
2.985E+0	1.985E-4	2.270E-9
2.993E+0	2.396E-4	1.152E-9
3.005E+0	3.012E-4	1.911E-9
2.979E+0	1.753E-4	9.826E-10
2.862E+0	-4.107E-4	1.975E-9
2.843E+0	-5.117E-4	1.364E-9
2.923E+0	-1.065E-4	2.428E-9
2.918E+0	-1.335E-4	3.764E-9
